genes	logFC	FDR	fact	stage	dnds	avr_exp	avr_exp_f	avr_exp_m
TCM_00880	0.004223273	0.992197327	Not DE	adu	0.9843	34.11313693	23.03318996	28.12909819
TCM_00881	-0.778492691	0.191400925	Not DE	adu	0.0288	1.85186293	0.91319988	2.032564156
TCM_00882	-0.180594646	0.600504751	Not DE	adu	0.4805	63.94420669	45.10699936	62.51065375
TCM_00884	-0.901311994	0.126581618	Not DE	adu	1.6098	4.977437481	1.116674196	2.667205741
TCM_00885	0.28868615	0.429867927	Not DE	adu	NA	30.46070533	45.13633995	46.02451184
TCM_00886	0.970596673	0.020972963	Any_f_biased	adu	NA	16.11862865	30.39152245	18.68047683
TCM_00887	-0.607888263	0.482423817	Not DE	adu	NA	69.34983673	60.29302033	112.6562765
TCM_00888	0.621755164	0.117505458	Not DE	adu	0.1462	72.82350497	75.02162111	59.43163233
TCM_00889	-0.621605992	0.162559395	Not DE	adu	0.2273	38.86766968	21.69289266	40.8978143
TCM_00890	-0.015452647	0.972404009	Not DE	adu	0.3302	15.06830264	11.48396694	14.56748349
TCM_00891	-4.029617664	0.02887748	M_biased	adu	NA	1772.231874	82.46094052	1679.017306
TCM_00892	-3.934620961	0.048106062	M_biased	adu	NA	1761.024551	41.67494863	807.1103805
TCM_00893	-1.246297286	0.168589199	Not DE	adu	NA	32.36420634	0.346598501	1.075019072
TCM_00895	-4.10256923	0.000199998	M_biased	adu	0.065	28.84928516	0.182196002	3.883034768
TCM_00896	-0.2408838	0.655110686	Not DE	adu	0.2223	2244.639406	1674.97793	2426.064098
TCM_00897	-0.350108145	0.138008604	Not DE	adu	0.4403	41.88109214	28.58980329	45.92176627
TCM_00898	-2.89182039	0.003920158	M_biased	adu	NA	19.15182967	3.197670088	32.25652978
TCM_00899	-0.311260908	0.626434342	Not DE	adu	0.5889	5.306859088	5.859247948	9.87574723
TCM_00900	-1.193518988	0.127828657	Not DE	adu	NA	7.382582544	3.518814055	10.9810213
TCM_00901	-1.608631786	0.133008538	Not DE	adu	NA	1.796878325	1.088166849	4.545135182
TCM_00902	-0.742999841	0.385071565	Not DE	adu	NA	2.825692373	1.025693287	2.309716972
TCM_00903	-1.143350679	0.141507077	Not DE	adu	NA	7.395177549	1.959823913	5.862550575
TCM_00904	-0.304468304	0.372263938	Not DE	adu	NA	17.37706137	11.28517711	17.92088304
TCM_00905	0.111393531	0.845218587	Not DE	adu	NA	4.596269835	2.534209515	3.061012248
TCM_00906	-0.213530403	0.77174093	Not DE	adu	NA	6.068201934	2.7195105	4.239940172
TCM_00907	-0.717537784	0.029309715	Any_m_biased	adu	0.001	60.09125394	33.53680758	68.25261433
TCM_00908	-0.680926464	0.055444877	Not DE	adu	0.0979	357.6761059	256.9587983	501.5247089
TCM_00909	3.413236796	0.034680987	F_biased	adu	0.3937	15.9938036	49.2297753	5.741574881
TCM_00910	-0.7651955	0.412950085	Not DE	adu	0.036	1.307463412	0.667261646	1.542355947
TCM_00911	-0.647290708	0.050602964	Not DE	adu	NA	14.53751598	4.890368004	9.53597413
TCM_00912	-1.364473996	0.00974599	Any_m_biased	adu	0.1003	9.967763336	3.119318068	10.51684514
TCM_00913	0.634320796	0.098643826	Not DE	adu	0.2584	9.828341674	11.24196687	9.140276948
TCM_00914	-0.502220029	0.111633199	Not DE	adu	0.001	54.03948725	55.61407107	96.25183898
TCM_00915	-0.978329161	0.288991301	Not DE	adu	NA	0.974112609	0.527181993	1.426244096
TCM_00916	-0.550521651	0.310574903	Not DE	adu	0.0976	11.51115385	5.742865565	10.988847
TCM_00917	-0.166146733	0.733581147	Not DE	adu	0.1485	14.7557573	10.04962294	14.71825253
TCM_00918	-0.063674682	0.822859331	Not DE	adu	NA	69.99357733	76.88178505	100.8862094
TCM_00919	-1.09357749	0.010239628	Any_m_biased	adu	0.3274	36.99783998	22.16806985	58.63865023
TCM_00920	0.247043363	0.398883668	Not DE	adu	0.2768	129.340112	100.8262254	104.9475282
TCM_00921	-0.247986666	0.455408525	Not DE	adu	NA	51.96196365	39.56880857	56.62292954
TCM_00922	0.182214044	0.443516071	Not DE	adu	NA	25.18063688	20.46338886	22.76638455
TCM_00923	0.111572524	0.639861085	Not DE	adu	NA	88.76414123	79.55158531	93.59823321
TCM_00924	0.824328652	0.012366337	Any_f_biased	adu	0.0567	34.60252373	27.7801996	19.40165443
TCM_00925	-0.160875756	0.730372589	Not DE	adu	0.0942	11.71198355	5.07973227	7.414343479
TCM_00926	-0.432353805	0.162681528	Not DE	adu	0.1888	39.92000735	24.82625944	40.90779613
TCM_00927	-0.625572458	0.029474176	Any_m_biased	adu	0.0633	50.75087557	33.21569092	64.72295951
TCM_00928	0.730941025	0.068863874	Not DE	adu	0.032	1154.133265	910.6445333	668.5053248
TCM_00929	0.412991569	0.353520245	Not DE	adu	0.1469	26.72430111	30.52976301	28.07254876
TCM_00930	-0.222879312	0.544262312	Not DE	adu	0.001	17.55710415	11.96998948	16.90476716
TCM_00931	0.661753407	0.061110208	Not DE	adu	0.001	60.73885139	33.08916734	25.90258113
TCM_00932	-0.59753809	0.590043199	Not DE	adu	NA	4.067608549	2.601816832	4.917407506
TCM_00934	1.749922078	0.002455172	Any_f_biased	adu	0.1594	7.304824968	12.75729528	4.883588018
TCM_00935	3.08459691	0.003920158	F_biased	adu	0.0452	14.81892734	33.23803846	5.112088529
TCM_00936	2.563529803	0.01214634	F_biased	adu	NA	1.264016306	2.907329296	0.61954638
TCM_00937	0.121527164	0.61972429	Not DE	adu	0.001	66.64079452	55.98566019	64.31932685
TCM_00938	-0.300775602	0.439631889	Not DE	adu	0.1143	58.30511626	11.91653647	18.9859416
TCM_00939	0.056051279	0.871654585	Not DE	adu	0.145	75.34414964	66.70096838	77.84113397
TCM_00940	1.2736829	0.002599834	Any_f_biased	adu	0.0512	8.159572328	6.852838086	3.517925589
TCM_00941	-0.533437049	0.047197143	Any_m_biased	adu	0.2278	117.2702145	50.44925279	90.48782286
TCM_00942	0.154174797	0.724757956	Not DE	adu	0.0869	46.92493751	40.18220412	46.99376694
TCM_00943	-0.841463741	0.354030791	Not DE	adu	0.0561	6.14559284	5.247959626	13.22548024
TCM_00944	-1.659289832	0.051696906	Not DE	adu	NA	1.051052179	0.640278651	2.729584991
TCM_00945	-0.177837249	0.745711151	Not DE	adu	NA	43.20157821	39.14585391	58.92590727
TCM_00946	0.119727097	0.644239908	Not DE	adu	0.0788	63.53569702	39.54369711	45.3353164
TCM_00947	0.136586273	0.717609763	Not DE	adu	NA	38.28375353	33.86116846	37.26976928
TCM_00949	-0.58760912	0.360475241	Not DE	adu	0.001	2.231241205	1.263031872	2.52920833
TCM_00952	-0.357461118	0.521854268	Not DE	adu	NA	6.998833493	5.85236852	9.663094311
TCM_00953	0.316359896	0.294191925	Not DE	adu	0.5869	61.33779149	49.78878135	52.04588788
TCM_00954	-0.156733413	0.840745084	Not DE	adu	NA	101.6286287	86.36301658	123.6393021
TCM_00955	-0.312746744	0.632152095	Not DE	adu	0.0346	10.08364192	3.208131785	5.369800884
TCM_00956	-0.119359624	0.880233268	Not DE	adu	0.001	2.76236389	1.322222356	1.906665064
TCM_00957	0.833789452	0.011238889	Any_f_biased	adu	0.1246	53.05523124	38.90452155	27.01684094
TCM_00958	0.218335599	0.529861716	Not DE	adu	0.0739	20.00221874	14.56666064	16.14836544
TCM_00959	1.50610776	0.010458147	Any_f_biased	adu	0.0742	72.2244262	117.5393959	53.27871079
TCM_00960	-0.479797241	0.058751784	Not DE	adu	NA	55.73110268	29.56624048	52.37062837
TCM_00961	0.325649009	0.362392062	Not DE	adu	0.001	32.97108519	23.31602181	23.39277673
TCM_00962	-0.185180206	0.551980436	Not DE	adu	0.0195	73.81270548	39.58874507	58.78455428
TCM_00963	-0.726976351	0.588540959	Not DE	adu	NA	0.732496729	0.721047974	1.705488619
TCM_00965	-0.002047799	0.997584501	Not DE	adu	NA	13.38374327	13.47969631	17.44579269
TCM_00966	0.002121799	0.998173918	Not DE	adu	NA	1.469015934	1.649460131	2.157911555
TCM_00967	-0.022512741	0.947173246	Not DE	adu	0.0651	40.103137	36.23193089	45.23110001
TCM_00968	0.2360981	0.419091354	Not DE	adu	NA	43.53577197	32.3946753	34.62494317
TCM_00969	-0.275707269	0.761768914	Not DE	adu	NA	2.098306308	1.604713921	2.653626119
TCM_00970	0.220103061	0.518833665	Not DE	adu	NA	110.477783	107.2232634	117.038389
TCM_00971	-0.256011832	0.483421654	Not DE	adu	0.4064	82.5615309	42.80960131	65.49531239
TCM_00972	0.275666263	0.484630667	Not DE	adu	NA	33.52378858	26.76042084	28.60264112
TCM_00973	-0.274336681	0.238452752	Not DE	adu	0.3987	44.58950809	30.49103949	46.0941178
TCM_00974	-0.175380702	0.528776427	Not DE	adu	0.0708	202.7921303	122.1318879	173.9336131
TCM_00975	0.60956702	0.028688768	Any_f_biased	adu	0.0781	107.0706115	133.2320874	111.7746076
TCM_00976	-5.982705384	0.000535827	M_biased	adu	0.181	1.514655022	0.058971425	4.709326764
TCM_00977	0.281444329	0.331932158	Not DE	adu	NA	28.15076666	27.59254258	28.71461019
TCM_00978	-0.64075044	0.034706176	Any_m_biased	adu	0.0222	20.36044364	11.74302602	23.10174678
TCM_00979	-0.183898683	0.734541061	Not DE	adu	NA	9.653657596	3.807322303	5.666167235
TCM_00980	0.502084723	0.167976379	Not DE	adu	0.1899	22.07857731	22.91179841	20.92063978
TCM_00981	0.508433474	0.27940205	Not DE	adu	0.0683	3.247713956	2.434919674	2.214987039
TCM_00982	0.313674134	0.2621738	Not DE	adu	0.0974	61.18606027	52.02593234	52.5129979
TCM_00984	0.098735263	0.844009797	Not DE	adu	1.5018	8.286301644	5.854383095	7.110899212
TCM_00985	0.800515	0.010071696	Any_f_biased	adu	0.4146	62.04999279	56.24408014	40.87130256
TCM_00986	-0.23237738	0.617671145	Not DE	adu	0.1968	36.90639121	22.28233896	33.66875861
TCM_00987	-0.553793457	0.42318589	Not DE	adu	0.0269	159.148163	52.82934777	98.74182768
TCM_00988	-1.226675241	0.277054922	Not DE	adu	0.9611	1.589822175	0.635784772	2.103761099
TCM_00989	-0.421062247	0.13513763	Not DE	adu	0.246	42.39060089	20.38252782	34.60683233
TCM_00990	-0.431234415	0.146388833	Not DE	adu	0.8842	23.8145212	14.39594139	25.09846489
TCM_00991	0.00260218	0.995715503	Not DE	adu	0.486	42.52462838	29.22214984	36.9214498
TCM_00992	-0.232490028	0.439631889	Not DE	adu	NA	28.45557067	21.5895823	32.26937
TCM_00993	0.320640183	0.348810926	Not DE	adu	0.0679	329.6273356	310.5543597	302.220715
TCM_00994	0.268589466	0.308351689	Not DE	adu	NA	70.48054866	55.80472028	57.34264841
TCM_00995	0.154585478	0.587162276	Not DE	adu	0.001	31.89423817	19.29379697	22.24967611
TCM_00996	0.131703226	0.67778882	Not DE	adu	0.2918	35.44945171	24.75133455	27.89829869
TCM_00997	-0.343981065	0.414456768	Not DE	adu	0.113	5.792660461	4.290043892	6.70837174
TCM_00998	-7.228776696	0.00028406	M_biased	adu	0.2041	2.77359495	0.019657142	5.086809049
TCM_00999	-0.273376382	0.41410203	Not DE	adu	NA	184.6439802	156.3888098	228.8873179
TCM_01001	0.55848176	0.256951329	Not DE	adu	NA	54.01712225	65.27986414	59.37274549
TCM_01002	-1.560867192	0.114379104	Not DE	adu	NA	0.94546774	0.879084292	3.597753859
TCM_01003	-1.794254715	0.082159435	Not DE	adu	NA	0.306750668	0.228404522	1.061128546
TCM_01004	0.313695353	0.273752976	Not DE	adu	0.0365	21.4764526	20.29685741	20.80565655
TCM_01005	0.119561643	0.647310993	Not DE	adu	0.077	31.51579715	19.13333721	21.99588149
TCM_01006	0.103702491	0.735657506	Not DE	adu	0.0856	22.85979643	17.05349563	20.00473762
TCM_01007	-0.951973734	0.023549965	Any_m_biased	adu	NA	14.55607804	6.515138043	15.69428513
TCM_01008	-0.024671245	0.947857866	Not DE	adu	NA	15.39534211	11.36028006	14.6866911
TCM_01009	-0.023460295	0.941733982	Not DE	adu	1.1105	128.1862989	125.5562398	161.8150772
TCM_01010	-0.084729978	0.808680088	Not DE	adu	NA	20.44830467	21.33252541	27.92564327
TCM_01011	0.00563299	0.989479443	Not DE	adu	NA	55.09244584	57.02077171	71.75832691
TCM_01012	-0.387950165	0.236789499	Not DE	adu	0.2864	228.269344	141.0402675	228.1687489
TCM_01013	0.378983965	0.18068945	Not DE	adu	1.011	42.01005717	37.47829199	35.72374497
TCM_01014	-0.428635449	0.287878219	Not DE	adu	NA	17.49922843	12.67443766	21.67075114
TCM_01015	-1.599608307	0.048781318	Any_m_biased	adu	1.5437	1.631048786	0.706266551	2.823872453
TCM_01016	-0.280796864	0.403439174	Not DE	adu	NA	33.83245846	30.1864112	46.92949522
TCM_01017	0.377912097	0.33106204	Not DE	adu	0.4284	16.17235736	15.89171106	15.73484664
TCM_01018	0.167974864	0.597182537	Not DE	adu	0.6242	28.06116227	23.03976338	26.05509099
TCM_01019	0.507787894	0.11294665	Not DE	adu	NA	14.87226478	14.92989235	13.57581355
TCM_01020	0.737148847	0.282334266	Not DE	adu	NA	2.539900982	1.780587822	1.365937499
TCM_01021	0.869363915	0.020008857	Any_f_biased	adu	0.3461	8.726015021	7.52255423	5.254622934
TCM_01022	0.137550077	0.724526419	Not DE	adu	0.0249	26.74839115	18.15662968	21.36499185
TCM_01023	-0.225056049	0.427944849	Not DE	adu	NA	67.21033277	46.1761816	67.12544342
TCM_01024	1.295529566	0.005041631	Any_f_biased	adu	0.001	7.538144307	8.083634128	4.030266265
TCM_01025	0.127690728	0.837528419	Not DE	adu	0.2126	1.053922575	0.882723411	1.01631978
TCM_01026	-1.158706268	0.001624201	Any_m_biased	adu	0.0571	127.0885028	29.03085737	80.01113808
TCM_01027	-0.539138759	0.430411386	Not DE	adu	0.001	6.077346942	1.279015242	2.477324008
TCM_01028	-0.644422013	0.325919496	Not DE	adu	NA	4.724225503	1.048831131	2.051305225
TCM_01029	0.199482769	0.556449524	Not DE	adu	0.0865	9.664585312	6.567116399	7.311811249
TCM_01030	-1.348841082	0.006911179	Any_m_biased	adu	0.1462	15.54733009	4.423213738	14.36133673
TCM_01031	1.793310447	0.002474154	Any_f_biased	adu	NA	109.8767885	204.8469072	76.94613204
TCM_01032	0.2860444	0.238764472	Not DE	adu	0.1117	84.61016724	73.03912968	76.29024622
TCM_01033	0.175645512	0.576487023	Not DE	adu	0.0359	24.2114114	19.43185438	20.9945811
TCM_01034	0.038527173	0.959556565	Not DE	adu	0.0931	3.15289231	2.09862958	2.714384111
TCM_01035	-0.57013187	0.364513872	Not DE	adu	NA	7.271815533	2.964238314	5.968817533
TCM_01036	-1.038229024	0.093982102	Not DE	adu	0.2865	8.023257055	5.622717335	15.67487298
TCM_01037	-1.328205646	0.047197143	Any_m_biased	adu	0.001	5.874704258	1.894326873	6.372673793
TCM_01038	-0.447241572	0.121826685	Not DE	adu	0.3519	75.60643042	58.18606822	101.7618772
TCM_01039	-2.843675739	0.000860643	M_biased	adu	0.0106	4.055430008	0.976092287	8.906495545
TCM_01040	-2.436420286	0.019360252	M_biased	adu	NA	0.394213194	0.15785583	1.198026674
TCM_01041	0.233594147	0.492042807	Not DE	adu	NA	75.3495764	53.13647203	57.65503578
TCM_01042	0.916628393	0.063446738	Not DE	adu	0.1335	3.333347797	3.917989268	2.692043056
TCM_01044	7.392074398	7.49E-06	F_biased	adu	0.2682	153.1894219	865.1248869	6.910353963
TCM_01045	-0.021296713	0.947533292	Not DE	adu	0.0852	19.82031359	14.6852969	18.49449057
TCM_01046	-1.17913171	0.00627957	Any_m_biased	adu	0.2354	22.62252602	6.163062925	17.95353897
TCM_01047	-1.094346858	0.001031512	Any_m_biased	adu	0.2241	34.43026511	23.82966292	64.10569786
TCM_01048	-0.982370914	0.140713081	Not DE	adu	0.0463	11.71877588	3.042769424	7.260316468
TCM_01049	0.587489717	0.286529435	Not DE	adu	0.3024	188.7457854	329.8101543	267.5061045
TCM_01051	-0.133672264	0.73142067	Not DE	adu	0.1393	300.302128	243.9307903	342.6012782
TCM_01052	-0.284142475	0.46109025	Not DE	adu	0.1838	11.571449	8.626724551	13.56757732
TCM_01053	-0.281412047	0.526277864	Not DE	adu	NA	3.818493858	3.969248511	6.101279063
TCM_01054	-0.786631311	0.294203032	Not DE	adu	NA	3.739137793	2.842439679	6.562226868
TCM_01055	0.11164415	0.768163625	Not DE	adu	NA	42.85262511	36.99288501	44.5996557
TCM_01056	-0.129259955	0.664785837	Not DE	adu	NA	38.24429632	25.16188068	35.51460354
TCM_01057	-0.521905261	0.138906306	Not DE	adu	0.4	51.97463425	36.77249412	64.30387159
TCM_01058	0.168987379	0.651190261	Not DE	adu	0.001	12.61874084	11.50727068	12.53145151
TCM_01059	0.499026706	0.187578387	Not DE	adu	0.4159	44.44140417	49.61045211	42.43871799
TCM_01060	0.460785598	0.091523095	Not DE	adu	NA	126.3208052	167.6651496	151.8015132
TCM_01061	0.399370063	0.36898429	Not DE	adu	NA	17.16910411	14.71766453	13.59787021
TCM_01062	0.093544003	0.751697874	Not DE	adu	0.0492	70.66101206	52.94469109	63.77312615
TCM_01063	-1.806206283	0.045692818	Any_m_biased	adu	NA	5.010131293	0.518238885	2.40429756
TCM_01064	-1.711652802	0.252009106	Not DE	adu	NA	0.403349372	0.123215914	0.560378724
TCM_01065	-0.650466374	0.331756349	Not DE	adu	0.001	6.026412063	1.527622098	3.221981911
TCM_01066	-0.844716399	0.081412317	Not DE	adu	NA	10.9315293	2.351374274	5.541408825
TCM_01067	-0.359580615	0.671023117	Not DE	adu	NA	0.924224443	0.550939778	0.936354906
TCM_01068	-0.285469437	0.353932145	Not DE	adu	NA	48.95928869	33.36612151	52.40654481
TCM_01069	1.109716483	0.006809757	Any_f_biased	adu	0.3937	11.4312335	14.12427144	8.273442027
TCM_01070	0.41169	0.08149587	Not DE	adu	0.0509	117.7544309	80.48466847	76.409142
TCM_01071	-0.317132999	0.796340947	Not DE	adu	NA	1.889556043	3.063765683	4.821026256
TCM_01072	-0.029766455	0.962245022	Not DE	adu	0.1928	14.38968612	10.20582129	13.62975914
TCM_01073	-0.00343392	0.996606953	Not DE	adu	0.1078	3.335312612	4.012405592	5.295760224
TCM_01074	0.470195241	0.351026163	Not DE	adu	NA	27.58985388	30.19198215	28.03852158
TCM_01075	-0.225440391	0.748225806	Not DE	adu	0.1352	2.967454277	1.098026123	1.572446339
TCM_01076	-1.030583835	0.063622031	Not DE	adu	0.0988	11.91250933	3.498821545	8.691313358
TCM_01077	-0.168469311	0.742520762	Not DE	adu	0.001	5.791411433	2.143187019	2.952046072
TCM_01078	0.861221036	0.061501189	Not DE	adu	0.1027	76.45413831	83.82279051	60.24137785
TCM_01079	-0.207946362	0.386535896	Not DE	adu	0.1241	33.72842933	29.4773744	43.12041968
TCM_01080	-0.680580117	0.22396482	Not DE	adu	0.15	12.67917136	7.362489141	15.94142373
TCM_01081	-1.02854321	0.045193259	Any_m_biased	adu	0.2795	5.081780525	2.880445895	7.547682527
TCM_01083	0.155586178	0.648112086	Not DE	adu	0.2493	27.74128925	22.23240043	24.84615268
TCM_01084	-0.170751789	0.627016629	Not DE	adu	0.0414	79.52608444	62.68142069	84.97153538
TCM_01085	0.54379185	0.078988402	Not DE	adu	0.0404	25.60640996	18.36593823	15.57298255
TCM_01086	0.476963882	0.15783684	Not DE	adu	0.0474	74.12269595	50.17448061	46.03160453
TCM_01087	0.226402538	0.423473327	Not DE	adu	0.0536	59.4383357	48.11864148	52.62768493
TCM_01088	0.241006102	0.368103865	Not DE	adu	0.0565	28.50788963	22.5248067	23.60052798
TCM_01089	0.893430546	0.072539581	Not DE	adu	NA	3.919644505	2.588902392	1.794434765
TCM_01090	0.935124643	0.047371401	Any_f_biased	adu	0.0425	125.2150809	77.01447279	53.20666285
TCM_01091	-2.318204544	0.104837904	Not DE	adu	NA	2.559427053	0.670712441	4.327232608
TCM_01093	-5.920951878	0.000493226	M_biased	adu	0.6994	1.245931231	0.016000506	2.042592649
TCM_01095	0.229611732	0.785011711	Not DE	adu	NA	0.978445348	0.943219569	1.044782351
TCM_01096	-1.146781295	0.004843177	Any_m_biased	adu	0.4369	6.716187069	3.191826647	9.036765595
TCM_01097	-0.544819844	0.106822444	Not DE	adu	0.0611	12.87953708	8.548059741	15.87477006
TCM_01098	-7.230090865	9.81E-06	M_biased	adu	0.1507	8.104024899	0.065019755	14.53341044
TCM_01099	0.076867178	0.919539665	Not DE	adu	0.1674	0.588123244	0.674566064	0.812974951
TCM_01100	-0.403090261	0.126130421	Not DE	adu	0.3189	57.98784731	34.77685867	58.95353563
TCM_01101	-0.578810552	0.166774301	Not DE	adu	0.427	45.92860298	37.13747225	66.20640494
TCM_01102	-0.601642438	0.302510891	Not DE	adu	0.0367	4.727178712	3.370340404	6.855688926
TCM_01103	-1.307966357	0.035469191	Any_m_biased	adu	0.001	15.45307173	2.196777289	6.868781878
TCM_01104	-0.029362146	0.934996977	Not DE	adu	0.4625	28.85724598	27.05329833	36.0466939
TCM_01105	-1.823831852	0.04436364	Any_m_biased	adu	0.3105	1.532307687	0.322438816	1.479304378
TCM_01106	-0.342873562	0.210876062	Not DE	adu	0.1771	36.71425958	20.26120238	31.57114675
TCM_01107	-0.047190439	0.895946594	Not DE	adu	0.5647	30.73914255	32.25802969	41.4722597
TCM_01108	0.433050241	0.622121813	Not DE	adu	0.001	13.82980175	17.02536108	15.76240199
TCM_01109	-0.460048552	0.199883454	Not DE	adu	NA	35.95477925	20.65067767	35.75152077
TCM_01110	-0.329261979	0.607765866	Not DE	adu	NA	4.426184043	2.511763906	4.050381935
TCM_01111	0.064820161	0.890261994	Not DE	adu	NA	15.36691397	5.492963416	6.825729203
TCM_01113	-0.821755432	0.297105561	Not DE	adu	NA	0.530403016	0.437909842	0.99060647
TCM_01114	1.191702703	0.001719441	Any_f_biased	adu	NA	22.02565167	20.90989168	11.48257371
TCM_01115	1.137712773	0.013553994	Any_f_biased	adu	NA	25.52502985	24.02334158	13.86440831
TCM_01116	-0.161062407	0.649232497	Not DE	adu	0.0498	79.79428956	62.57211571	86.30713884
TCM_01117	0.241354462	0.397540797	Not DE	adu	0.0855	278.4824677	184.1110017	199.0767073
TCM_01118	-0.078136676	0.817340012	Not DE	adu	0.2925	346.344525	331.799468	433.3467253
TCM_01119	-0.123361101	0.83914669	Not DE	adu	0.001	21.45596392	7.997675384	11.55365593
TCM_01120	0.119636899	0.701113698	Not DE	adu	NA	41.26853689	25.25113489	30.1682324
TCM_01121	-0.615405916	0.068996004	Not DE	adu	0.1352	37.19558378	15.64141242	31.12521901
TCM_01122	-0.352706634	0.339429076	Not DE	adu	0.6901	20.25307046	12.9159456	20.16611171
TCM_01123	1.189766328	0.006428286	Any_f_biased	adu	0.0955	74.41413791	54.6034275	29.94194391
TCM_01124	-1.358899581	0.00338823	Any_m_biased	adu	0.0678	287.571738	118.6509267	386.9605434
TCM_01125	-1.349057321	0.003397515	Any_m_biased	adu	0.2723	773.262784	358.7328205	1132.139337
TCM_01126	-0.752886715	0.123816733	Not DE	adu	0.2894	25.03216858	6.525241776	13.97339829
TCM_01127	-3.376572829	0.000164164	M_biased	adu	0.3014	27.45242276	10.7204839	145.3663088
TCM_01128	-2.596591906	0.000551249	M_biased	adu	0.001	4.064676356	1.442483868	11.08546826
TCM_01129	-0.318471003	0.826336846	Not DE	adu	0.1068	69.75195276	44.18566615	75.36824652
TCM_01130	-0.078186329	0.786443875	Not DE	adu	0.078	37.56200634	26.15463698	34.49526338
TCM_01131	-1.652334139	0.102872095	Not DE	adu	NA	7.127950158	2.548052446	10.085637
TCM_01132	0.38415837	0.296917745	Not DE	adu	NA	259.7470845	181.6274698	175.1508029
TCM_01133	-0.040210722	0.909668062	Not DE	adu	NA	27.05426977	21.53958184	28.03591437
TCM_01134	-0.803647156	0.078038933	Not DE	adu	0.0848	8.252107671	2.629062392	5.549233472
TCM_01135	-1.498345635	0.002448183	Any_m_biased	adu	0.1881	57.13648642	10.19890542	35.78305346
TCM_01136	-0.063012092	0.857194903	Not DE	adu	0.001	82.22946277	57.32275347	73.78308248
TCM_01137	-1.019111041	0.358488274	Not DE	adu	NA	2.102811893	1.531744622	3.739399434
TCM_01138	0.382278426	0.244161053	Not DE	adu	0.1202	248.1582512	195.7515614	192.1563548
TCM_01139	-0.782431759	0.126581618	Not DE	adu	NA	11.57499534	5.060203358	10.4042745
TCM_01140	0.270258789	0.57265972	Not DE	adu	0.0746	3.551016129	2.38089069	2.402961781
TCM_01141	0.36159719	0.348879795	Not DE	adu	0.2303	10.83989176	7.063499899	6.948950893
TCM_01142	-0.391706475	0.203717177	Not DE	adu	0.144	38.73172087	20.86497913	35.44806161
TCM_01143	0.315930134	0.292346837	Not DE	adu	0.001	23.21068543	19.9229065	19.53958038
TCM_01144	0.218203902	0.556507229	Not DE	adu	0.7203	14.82926802	14.42378209	15.60540012
TCM_01145	0.04161597	0.920634772	Not DE	adu	0.1434	163.5564845	155.2867114	183.8534968
TCM_01146	0.142519457	0.674599691	Not DE	adu	NA	51.14601671	41.23777153	48.82089444
TCM_01147	-0.197925653	0.42351961	Not DE	adu	0.2263	46.67566597	42.17487771	60.16008785
TCM_01148	0.315088334	0.200644352	Not DE	adu	0.001	71.28270865	60.00911698	60.57962484
TCM_01150	-1.223499328	0.129543019	Not DE	adu	0.3646	0.744265727	0.428050378	1.33385396
TCM_01151	0.654714735	0.02119722	Any_f_biased	adu	0.0146	284.5531018	226.9806805	183.0451679
TCM_01152	-0.219525772	0.889322005	Not DE	adu	NA	7.619744105	3.89389374	5.692114803
TCM_01153	1.582272132	0.028418508	Any_f_biased	adu	0.1934	834.9627884	1671.745544	674.7213022
TCM_01154	-0.416348026	0.658628257	Not DE	adu	NA	47.81994791	44.32607553	68.81290414
TCM_01155	-0.362836577	0.651868395	Not DE	adu	NA	22.83725451	17.61477472	28.00146374
TCM_01156	0.900764412	0.110453988	Not DE	adu	0.0431	4569.108785	4988.052992	3214.59545
TCM_01158	-1.363152704	0.067986854	Not DE	adu	0.2461	0.990824603	0.568359724	1.89448898
TCM_01159	-0.954184515	0.036156852	Any_m_biased	adu	0.1218	9.623770137	4.430715423	10.97923957
TCM_01160	0.670930727	0.311467791	Not DE	adu	0.0117	32678.47594	16579.09786	13253.1702
TCM_01161	-0.461630142	0.081412317	Not DE	adu	0.3715	17.65745017	14.47035699	25.07403881
TCM_01162	0.890761514	0.057400718	Not DE	adu	NA	8.415478562	6.495876109	4.364351061
TCM_01163	-0.367557283	0.586119737	Not DE	adu	0.2071	50.47853993	38.43730719	59.1606208
TCM_01164	-0.370761066	0.803224167	Not DE	adu	NA	6.406761845	5.392392185	8.684510454
TCM_01165	-0.613005151	0.164343803	Not DE	adu	0.6234	4.830954156	3.618438502	7.049073394
TCM_01166	0.156533082	0.669235582	Not DE	adu	NA	63.26315146	43.3184541	48.40570634
TCM_01167	-0.949707175	0.081758067	Not DE	adu	NA	14.71776289	8.494215039	19.89918187
TCM_01168	-1.789171536	0.036455863	Any_m_biased	adu	NA	1.381882269	0.403873367	1.740450903
TCM_01169	0.425821498	0.250163145	Not DE	adu	NA	15.24832786	11.31971991	10.81145581
TCM_01170	0.009346907	0.97833062	Not DE	adu	0.1371	14.58338338	14.89325828	18.4603184
TCM_01171	0.692367605	0.156245692	Not DE	adu	0.001	4.168565803	2.674663552	2.102072485
TCM_01172	0.491115563	0.401654122	Not DE	adu	0.1243	4.83724686	2.887158882	2.571811881
TCM_01173	0.213237573	0.469291039	Not DE	adu	0.1372	18.73857259	13.60907531	14.55650979
TCM_01174	0.000189401	0.999597895	Not DE	adu	NA	62.45828201	43.69191243	55.88890431
